question,answer,topic_link
"
พอดีสนใจที่จะผ่อนมือถือจากแอปค่ะ กรณีที่จะสอบถามนะคะ
1. สามารถผ่อนได้ทุกคนที่ลงทะเบียนไหมคะ
2. กรณีไม่มีบัตรเครดิตใช้บัตรเดบิตในการผ่อน ต้องรอทางแอปอนุมัติผ่านไหมคะ
3. พอดีไม่เคยมีบัตร แต่มีเงินหมุนเวียนในบัญชีตลอด จะได้ไหมคะ","
Spaylater ต้องสมัครใช้ก่อนนะ และต้องได้รับอนุมัติวงเงินจากช้อปปี้ก่อน ถึงจะเอามาผ่อนสินค้าในแอพได้ ไม่ใช่ว่าทุกคนมีบัญชีช้อปปี้แล้วจะผ่อนได้ครับ 

ถ้าคุณซื้อของบ่อย มีเครดิตดี ก็อาจจะได้วงเงินหลายหมื่น (แต่ก็แล้วแต่ช้อปปี้จะอนุมัติวงเงิน)


",https://pantip.com/topic/41886783
"
คือเรายกเลิกสินค้าไปแล้วเหตุผลเราเป็นเปลี่ยนใจเพราะเพื่อนมันกดสั่งซื้อเล่นตอนนี้โกรธมากกลัวไม่ได้เงินคืนหมายเลขคำสั่งซื้อ 663046368083700
แล้วมันขึ้นแบบนี้แต่เงินยังไม่เข้าเลย ","
สวัสดีครับท่านสมาชิกหมายเลข 7414668 สำหรับการทำเรื่องคืนเงินกับทาง Lazada จะใช้เวลาคืนเงินเข้าบัญชีทรูมันนี่ภายใน 5-7 วันทำการ หลังจากที่ได้รับแจ้งยืนยันการคืนเงินจากทาง Lazada ครับ


",https://pantip.com/topic/41886767
"
คือเรายกเลิกสินค้าไปแล้วเหตุผลเราเป็นเปลี่ยนใจเพราะเพื่อนมันกดสั่งซื้อเล่นตอนนี้โกรธมากกลัวไม่ได้เงินคืนหมายเลขคำสั่งซื้อ 663046368083700
แล้วมันขึ้นแบบนี้แต่เงินยังไม่เข้าเลย ","
สวัสดีครับคุณ สมาชิกหมายเลข 7414668

          น้องลาซขออภัยสำหรับเหตุการณ์ที่เกิดขึ้น และขออภัยที่ตอบกลับล่าช้าด้วยนะครับ จากการตรวจสอบหมายเลขคำสั่งซื้อ 663046368083700 มีการคืนเงินสำเร็จเรียบร้อยแล้วนะครับ สำหรับการคืนเงิน TrueMoney Wallet นั้น ยอดเงินจะปรากฏในบัญชี TrueMoney Wallet ช่องทางเดิมที่คุณสมาชิก ชำระเข้ามาภายใน  5-7 วันทำการ ไม่นับรวมเสาร์-อาทิตย์และนักขัตฤกษ์ครับ สามารถตรวจสอบผ่านรูปภาพ [Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้ได้เช่นกันครับ ต้องขออภัยในความล่าช้าอีกครั้ง

อย่างไรแล้วหากคุณสมาชิกต้องการให้น้องลาซตรวจสอบเพิ่มเติม สามารถแจ้งข้อมูลทางหลังไมค์ได้ทันทีครับ โดยน้องลาซรบกวนขอทราบอีเมล เบอร์โทรศัพท์ที่ลงทะเบียนบัญชีลาซาด้า เข้ามาทางหลังไมค์นะครับ ต้องขออภัยในความไม่สะดวกเป็นอย่างยิ่งครับ

วิธีส่งข้อความทางหลังไมค์  กดที่ชื่อ Lazada Thailand Official >> จากนั้นกด ส่งข้อความ >> กรอกข้อมูลเข้ามาทางหลังไมค์ได้เลยครับ

และสำหรับความช่วยเหลือเพิ่มเติมที่รวดเร็วยิ่งกว่า สามารถติดต่อเราได้ที่ Chat Service : [Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้https://www.lazada.co.th/contact
(ตลอด24ชั่วโมง) หรือ ติดต่อเรา เบอร์ 02-018-0000  (แผนกบริการลูกค้า) ยกเว้นวันอาทิตย์ ตั้งแต่เวลา 8:00 - 22:00 น.ครับ

Customer Care Team


",https://pantip.com/topic/41886767
"
คืออยาดได้เงินก้อนหนึ่งมาใช้หนี้ค่ะ แต่ไม่อยากกู้นอกระบบ อยากกู้ผ่านแบงค์แต่ไม่รู้จะต้องเร่ิมจากตรงไหนค่ะลองยื่นกู้เองแล้วไม่เคยผ่าน เลยอยากหาที่ปรึกษาว่าต้องเร่ิมยังไง มีทางแก้ไขยังไงดีค่ะ","
ควรเลิกพยายามกู้

ภาพประกอบ เพื่ออธิบายความเป็นไปไม่ได้และความสูญเปล่า



ควร เลิกถูกคนอื่นหลอก และเลิกหลอกตนเอง




แก้ไขข้อความเมื่อ
24 กุมภาพันธ์ เวลา 23:14 น.



",https://pantip.com/topic/41886741
"
คืออยาดได้เงินก้อนหนึ่งมาใช้หนี้ค่ะ แต่ไม่อยากกู้นอกระบบ อยากกู้ผ่านแบงค์แต่ไม่รู้จะต้องเร่ิมจากตรงไหนค่ะลองยื่นกู้เองแล้วไม่เคยผ่าน เลยอยากหาที่ปรึกษาว่าต้องเร่ิมยังไง มีทางแก้ไขยังไงดีค่ะ","
ยิ่งอยากกู้ให้ผ่าน   ระวังพวกคิดไม่ดีจะพาไปเสียเงิน   แล้วจะเสียใจ


",https://pantip.com/topic/41886741
"
ต้องใช้อะไรบ้างนอกจากสเตทเม้นครับผมทำธุรกิจส่วนตัว เงินเข้าเงินออกก็เยอะอยู่ เลยอยากลองทำบัตรเครดิตดูเผื่อได้เงินอีกสักก้อนจะได้เอามาต่อทุน ทำแล้วสามารถขอวงเงินได้ไหมครับ หรือเค้าจะประเมินจากเงินในบชเราแต่ละเดือนว่าได้เท่าไหร่ยัง 
1-ทำแล้วมันดีไหมครับ2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 3-หรืออย่าไปยุ่งกับมันเลย ","
บัตรเหมาะสำหรับซื้อของเอาส่วนลดและเครดิตเทอม จ่ายเต็มไม่เสียดอกเบี้ยด้วย

ถ้าจะใช้ถอนเงิน ขอ OD จะได้ดอกเบี้ยต่ำกว่า


",https://pantip.com/topic/41886609
"
ต้องใช้อะไรบ้างนอกจากสเตทเม้นครับผมทำธุรกิจส่วนตัว เงินเข้าเงินออกก็เยอะอยู่ เลยอยากลองทำบัตรเครดิตดูเผื่อได้เงินอีกสักก้อนจะได้เอามาต่อทุน ทำแล้วสามารถขอวงเงินได้ไหมครับ หรือเค้าจะประเมินจากเงินในบชเราแต่ละเดือนว่าได้เท่าไหร่ยัง 
1-ทำแล้วมันดีไหมครับ2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 3-หรืออย่าไปยุ่งกับมันเลย ","
ดีครับ ต้องใช้ให้เป็นนะ เหมือนดาบสองคมครับ


",https://pantip.com/topic/41886609
"
ต้องใช้อะไรบ้างนอกจากสเตทเม้นครับผมทำธุรกิจส่วนตัว เงินเข้าเงินออกก็เยอะอยู่ เลยอยากลองทำบัตรเครดิตดูเผื่อได้เงินอีกสักก้อนจะได้เอามาต่อทุน ทำแล้วสามารถขอวงเงินได้ไหมครับ หรือเค้าจะประเมินจากเงินในบชเราแต่ละเดือนว่าได้เท่าไหร่ยัง 
1-ทำแล้วมันดีไหมครับ2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 3-หรืออย่าไปยุ่งกับมันเลย ","
1-ทำแล้วมันดีไหมครับ
-ถ้าใช้เป็นดีคับ ได้แต้ม ได้ส่วนลด ไว้ซื้อของ แลกของกินของใช้

2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 
อยู่ที่คนใช้ครับจะดีหือจะเสีย

3-หรืออย่าไปยุ่งกับมันเลย
- ถ้าไม่ใียินัยในการใช้เงิน อย่าไปยุ่งกะมันคือดีที่สุด


",https://pantip.com/topic/41886609
"
ต้องใช้อะไรบ้างนอกจากสเตทเม้นครับผมทำธุรกิจส่วนตัว เงินเข้าเงินออกก็เยอะอยู่ เลยอยากลองทำบัตรเครดิตดูเผื่อได้เงินอีกสักก้อนจะได้เอามาต่อทุน ทำแล้วสามารถขอวงเงินได้ไหมครับ หรือเค้าจะประเมินจากเงินในบชเราแต่ละเดือนว่าได้เท่าไหร่ยัง 
1-ทำแล้วมันดีไหมครับ2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 3-หรืออย่าไปยุ่งกับมันเลย ","
บัตรเครดิต สำหรับผู้ประกอบการนี่โอกาสผ่านยากกว่าพนักงานเงินเดือนอีกครับ


",https://pantip.com/topic/41886609
"
ต้องใช้อะไรบ้างนอกจากสเตทเม้นครับผมทำธุรกิจส่วนตัว เงินเข้าเงินออกก็เยอะอยู่ เลยอยากลองทำบัตรเครดิตดูเผื่อได้เงินอีกสักก้อนจะได้เอามาต่อทุน ทำแล้วสามารถขอวงเงินได้ไหมครับ หรือเค้าจะประเมินจากเงินในบชเราแต่ละเดือนว่าได้เท่าไหร่ยัง 
1-ทำแล้วมันดีไหมครับ2-ทำแล้วข้อดีขอเสีย อันไหนเยอะกว่ากันครับ 3-หรืออย่าไปยุ่งกับมันเลย ","
บัตรเครดิตมีไว้ซื้อของแล้วจ่ายเต็มทุกงวดครับไม่ใช่เพื่อกดเงิน ข้อดีคือมันบันทึกทุกการใช้จ่ายของเรา ไม่มีการหลุดครับ แถมมีเครดิตเทอมโดยไม่ต้องต่อรองอีกด้วย ข้อเสียคือถ้าไม่จ่ายเต็มโดนดอกตัเงแต่วันรูดทั้งก้อนครับและดอกแพงด้วย
ถ้าสมัครแบบผู้ประกอบการไม่ผ่านอาจลองสมัครแบบค้ำดูครับ


",https://pantip.com/topic/41886609
"
เช็กราคาประเมินที่ดิน 3 อำเภอ “เชียงใหม่” รับคลื่นทุนจีนทะลัก

เปิดราคาประเมินที่ดินในพื้นที่ 3 อำเภอหลักของจังหวัด “เชียงใหม่” ที่ทุนจีนนิยมลงทุน “สันกำแพง-หางดง-สันทราย” ราคาแพงสุด 5 อันดับแรกของแต่ละอำเภออยู่ตรงไหนบ้าง

วันที่ 22 กุมภาพันธ์ 2566 ผู้สื่อข่าวรายงานว่า ตามที่มีข่าวว่าปัจจุบันทุนจีน ที่กลับเข้าลงทุนในจังหวัดเชียงใหม่ หลังสถานการณ์โควิดคลี่คลาย โดยมีการลงทุนสร้างหมู่บ้านจัดสรรสำหรับให้คนจีนมาพำนัก ส่วนใหญ่อยู่ในเขตอำเภอหางดง อำเภอสันกำแพง และอำเภอสันทรายนั้น จากการสอบถามไปที่กรมธนารักษ์ พบว่า ราคาประเมินที่ดินรอบใหม่ที่เพิ่งประกาศใช้ (ปี 2566-2569) นั้น ภาพรวมของอำเภอสันกำแพง ราคาปรับเพิ่มขึ้นประมาณ 4.35% ขณะที่อำเภอหางดง ราคาเพิ่มขึ้นประมาณ 0.94% ส่วนอำเภอสันทราย เพิ่มขึ้นประมาณ 2.35%

Ref. ประชาชาติ
    แก้ไขข้อความเมื่อ 24 กุมภาพันธ์ เวลา 17:01 น.  
","
เห็นหลู้น้องถุงแล้ว น้ำดีพรี่วิล ไหลย้อนทันที

รอบหน้า พรี่วิล ไปแอ่วเมืองเหนือ เลี้ยง ลาบคั่วใส่ขี้เพี้ย ให้พี่วิลด้วย

ข้อหา กาวหุ้นด้วยกัน


",https://pantip.com/topic/41886350
"
เช็กราคาประเมินที่ดิน 3 อำเภอ “เชียงใหม่” รับคลื่นทุนจีนทะลัก

เปิดราคาประเมินที่ดินในพื้นที่ 3 อำเภอหลักของจังหวัด “เชียงใหม่” ที่ทุนจีนนิยมลงทุน “สันกำแพง-หางดง-สันทราย” ราคาแพงสุด 5 อันดับแรกของแต่ละอำเภออยู่ตรงไหนบ้าง

วันที่ 22 กุมภาพันธ์ 2566 ผู้สื่อข่าวรายงานว่า ตามที่มีข่าวว่าปัจจุบันทุนจีน ที่กลับเข้าลงทุนในจังหวัดเชียงใหม่ หลังสถานการณ์โควิดคลี่คลาย โดยมีการลงทุนสร้างหมู่บ้านจัดสรรสำหรับให้คนจีนมาพำนัก ส่วนใหญ่อยู่ในเขตอำเภอหางดง อำเภอสันกำแพง และอำเภอสันทรายนั้น จากการสอบถามไปที่กรมธนารักษ์ พบว่า ราคาประเมินที่ดินรอบใหม่ที่เพิ่งประกาศใช้ (ปี 2566-2569) นั้น ภาพรวมของอำเภอสันกำแพง ราคาปรับเพิ่มขึ้นประมาณ 4.35% ขณะที่อำเภอหางดง ราคาเพิ่มขึ้นประมาณ 0.94% ส่วนอำเภอสันทราย เพิ่มขึ้นประมาณ 2.35%

Ref. ประชาชาติ
    แก้ไขข้อความเมื่อ 24 กุมภาพันธ์ เวลา 17:01 น.  
","
พรี่วิลต้องจัดของสุก ชีวิตสำคัญกว่า พวกของเถื่อนๆ แบบผม 5555


",https://pantip.com/topic/41886350
"
เช็กราคาประเมินที่ดิน 3 อำเภอ “เชียงใหม่” รับคลื่นทุนจีนทะลัก

เปิดราคาประเมินที่ดินในพื้นที่ 3 อำเภอหลักของจังหวัด “เชียงใหม่” ที่ทุนจีนนิยมลงทุน “สันกำแพง-หางดง-สันทราย” ราคาแพงสุด 5 อันดับแรกของแต่ละอำเภออยู่ตรงไหนบ้าง

วันที่ 22 กุมภาพันธ์ 2566 ผู้สื่อข่าวรายงานว่า ตามที่มีข่าวว่าปัจจุบันทุนจีน ที่กลับเข้าลงทุนในจังหวัดเชียงใหม่ หลังสถานการณ์โควิดคลี่คลาย โดยมีการลงทุนสร้างหมู่บ้านจัดสรรสำหรับให้คนจีนมาพำนัก ส่วนใหญ่อยู่ในเขตอำเภอหางดง อำเภอสันกำแพง และอำเภอสันทรายนั้น จากการสอบถามไปที่กรมธนารักษ์ พบว่า ราคาประเมินที่ดินรอบใหม่ที่เพิ่งประกาศใช้ (ปี 2566-2569) นั้น ภาพรวมของอำเภอสันกำแพง ราคาปรับเพิ่มขึ้นประมาณ 4.35% ขณะที่อำเภอหางดง ราคาเพิ่มขึ้นประมาณ 0.94% ส่วนอำเภอสันทราย เพิ่มขึ้นประมาณ 2.35%

Ref. ประชาชาติ
    แก้ไขข้อความเมื่อ 24 กุมภาพันธ์ เวลา 17:01 น.  
","
ผมมีสวนลำใย ที่ อ.บ้านธิ 7ไร่

ติดอำเภอสันกำแพง  บุญมี  

คำแต่กรรมบัง อดกินเหลา

เพราะเป็น  สปก 4-01


",https://pantip.com/topic/41886350
"
เช็กราคาประเมินที่ดิน 3 อำเภอ “เชียงใหม่” รับคลื่นทุนจีนทะลัก

เปิดราคาประเมินที่ดินในพื้นที่ 3 อำเภอหลักของจังหวัด “เชียงใหม่” ที่ทุนจีนนิยมลงทุน “สันกำแพง-หางดง-สันทราย” ราคาแพงสุด 5 อันดับแรกของแต่ละอำเภออยู่ตรงไหนบ้าง

วันที่ 22 กุมภาพันธ์ 2566 ผู้สื่อข่าวรายงานว่า ตามที่มีข่าวว่าปัจจุบันทุนจีน ที่กลับเข้าลงทุนในจังหวัดเชียงใหม่ หลังสถานการณ์โควิดคลี่คลาย โดยมีการลงทุนสร้างหมู่บ้านจัดสรรสำหรับให้คนจีนมาพำนัก ส่วนใหญ่อยู่ในเขตอำเภอหางดง อำเภอสันกำแพง และอำเภอสันทรายนั้น จากการสอบถามไปที่กรมธนารักษ์ พบว่า ราคาประเมินที่ดินรอบใหม่ที่เพิ่งประกาศใช้ (ปี 2566-2569) นั้น ภาพรวมของอำเภอสันกำแพง ราคาปรับเพิ่มขึ้นประมาณ 4.35% ขณะที่อำเภอหางดง ราคาเพิ่มขึ้นประมาณ 0.94% ส่วนอำเภอสันทราย เพิ่มขึ้นประมาณ 2.35%

Ref. ประชาชาติ
    แก้ไขข้อความเมื่อ 24 กุมภาพันธ์ เวลา 17:01 น.  
","
เศร้าใจ


ยังมีเงิน ไม่พอซื้อ


กะแล้ว ว่า จะราคา พุ่งต่อ

...


จะไป สร้างบ้าน ไป ดู ไปเฝ้า cgm48













",https://pantip.com/topic/41886350
"
เช็กราคาประเมินที่ดิน 3 อำเภอ “เชียงใหม่” รับคลื่นทุนจีนทะลัก

เปิดราคาประเมินที่ดินในพื้นที่ 3 อำเภอหลักของจังหวัด “เชียงใหม่” ที่ทุนจีนนิยมลงทุน “สันกำแพง-หางดง-สันทราย” ราคาแพงสุด 5 อันดับแรกของแต่ละอำเภออยู่ตรงไหนบ้าง

วันที่ 22 กุมภาพันธ์ 2566 ผู้สื่อข่าวรายงานว่า ตามที่มีข่าวว่าปัจจุบันทุนจีน ที่กลับเข้าลงทุนในจังหวัดเชียงใหม่ หลังสถานการณ์โควิดคลี่คลาย โดยมีการลงทุนสร้างหมู่บ้านจัดสรรสำหรับให้คนจีนมาพำนัก ส่วนใหญ่อยู่ในเขตอำเภอหางดง อำเภอสันกำแพง และอำเภอสันทรายนั้น จากการสอบถามไปที่กรมธนารักษ์ พบว่า ราคาประเมินที่ดินรอบใหม่ที่เพิ่งประกาศใช้ (ปี 2566-2569) นั้น ภาพรวมของอำเภอสันกำแพง ราคาปรับเพิ่มขึ้นประมาณ 4.35% ขณะที่อำเภอหางดง ราคาเพิ่มขึ้นประมาณ 0.94% ส่วนอำเภอสันทราย เพิ่มขึ้นประมาณ 2.35%

Ref. ประชาชาติ
    แก้ไขข้อความเมื่อ 24 กุมภาพันธ์ เวลา 17:01 น.  
","
-มีที่ติดถนนโยธาธิการ ชม2001  40 ไร่ บ้านถวาย  พื้นที่สีเขียว


",https://pantip.com/topic/41886350
"
พอดีจะเปลี่ยนสัญญาคนให้คนรู้จัก เพราะตัวผมเองส่งต่อไม่ไหว จำนวนงวด60งวดตอนนี้ส่งได้7งวด แล้วตอนนี้เขาส่งให้ประมาน3งวดแล้ว จะรีบเปลี่ยนสัญญาจะได้เป็นของเขาไปเลย แบบนี้จะได้ป่าวครับ รถninja300
ตัวเขาเองเป็นพนักงานห้างเงินเดือน8200 ต้องส่ง2600บาท/งวด ของไฟแนนซ์กรุงศรี","
สวัสดี คุณสมาชิกหมายเลข 6566715

ตอนนี้ป๋าสูทเหลืองได้รับเรื่องไว้เรียบร้อยแล้ว เบื้องต้นรบกวนส่งชื่อ-สกุล เบอร์ติดต่อ มาให้ป๋าสูทเหลือง หลังไมค์หน่อยนะครัช ป๋าสูทเหลืองพร้อมให้บริการอยู่ครัช


",https://pantip.com/topic/41886308
"
พอดีจะเปลี่ยนสัญญาคนให้คนรู้จัก เพราะตัวผมเองส่งต่อไม่ไหว จำนวนงวด60งวดตอนนี้ส่งได้7งวด แล้วตอนนี้เขาส่งให้ประมาน3งวดแล้ว จะรีบเปลี่ยนสัญญาจะได้เป็นของเขาไปเลย แบบนี้จะได้ป่าวครับ รถninja300
ตัวเขาเองเป็นพนักงานห้างเงินเดือน8200 ต้องส่ง2600บาท/งวด ของไฟแนนซ์กรุงศรี","
เงินเดือนแค่นั้น ค่างวดเท่านี้ ไม่มีทางเปลี่ยนได้ครับ


",https://pantip.com/topic/41886308
"
พอดีจะเปลี่ยนสัญญาคนให้คนรู้จัก เพราะตัวผมเองส่งต่อไม่ไหว จำนวนงวด60งวดตอนนี้ส่งได้7งวด แล้วตอนนี้เขาส่งให้ประมาน3งวดแล้ว จะรีบเปลี่ยนสัญญาจะได้เป็นของเขาไปเลย แบบนี้จะได้ป่าวครับ รถninja300
ตัวเขาเองเป็นพนักงานห้างเงินเดือน8200 ต้องส่ง2600บาท/งวด ของไฟแนนซ์กรุงศรี","
เดี๋ยวๆ  เงินเดือนห้าง8200  ได้น้อยกว่าค่าแรงขั้นต่ำซะอีก  จะมีเงินพอกินข้าวถึงสิ้นเดือนไหม แล้วนี่ยังจะมาผ่อนนินจาซ้ำเข้าไปอีก


",https://pantip.com/topic/41886308
"
สวัสดีค่ะนี้เป็นกระทู้แรกของเรา

 เรื่องมีอยู่ว่าก่อนแต่งงานเราติดหนี้บัตรเครดิตเยอะมากจนต้องไปกู้นอกระบบมาใช้จ่ายหรือหมุนเพื่อให้มีสภาพคล่องทางการเงิน
อยู่มาวันหนึ่งตัดสินใจบอกแฟนว่ามีหนี้สิน(หนี้สินที่เกิดจากบัตรเครดิตคือเป็นหนี้ก่อนที่จะรู้จักกัน )และมารู้จักแฟนก็ยังเป็นหนี้อยู่ แต่แฟนทำหน้าเคลียดมาก จึงบอกแต่ว่ามีหนี้บัตรเครดิต(1แสน)

*แล้วไม่ได้บอกว่ามีหนี้นอกระบบด้วย(1 แสน)*

และแฟนก็ให้เงินมาปิดบัตรเครดิตเพราะความโง่เขลากลัวแฟนจะทิ้งเลยไม่ได้บอกว่ามีหนี้นอกระบบ(เพราะคิดว่าตัวเรามีงานทำเดียวก็คงใช้หมด)

พอมาวันนึงเกิดท้องโอทีไม่ได้ทำเพราะกฏบริษัทห้ามคนท้องทำโอที ทำให้เงินไม่พอใช้จนไปกู้นอกระบบมาอีกทำให้ต้องจ่ายดอกมากกว่าเดิมจนตอนนี้ลูกมีอายุเกือบ 2 ปีแล้ว เงินเดือนที่ออกมาจ่ายต้นไม่พอแล้วก็ไปหากู้มาเรื่อยๆ จนตอนนี้เงินที่ออกมาก็ไม่พอจ่ายดอกเงินเดือนหมื่นหกต้องหนี้นอกระบบสี่แสน(ดอกสี่หมื่น) ไหนจะค่านมลูกไหนจะค่ากินค่าอยู่ ไม่พอใช้จ่าย 

**ลืมบอกว่าตั้งแต่ท้องไม่เคยขอเงินสามีใช้ ใช้เงินคนละกระเป๋า**

มาวันนี้ตัวเราจ่ายดอกไม่ไหวแล้วจะหนี้ก๋กลัวเจ้าหนี้มาคุยกับสามี จะบอกสามีก็กลัวสามีจะโกรธ จะกู้เงินมาหมุนจ่ายดอกก็ไม่มีใครให้กู้แล้ว

ถ้าคุณเป็นสามีเราคุณจะโกรธเราไหม

ตอนนี้เราเคลียดมากทั้งค่านมค่าแพมเพิส เราจ่ายเองส่วนสามีเราจ่ายค่าบ้านอย่างเดียว  ใจของเราอยากบอกเขาแต่กลัวเขาจะโกรธ แต่เราก็ไม่รู้ว่าเราจะทำไงต่อไปดี  เราอยากรีเซ็ตทุกอย่างและไม่อยากยุ่งเกี่ยวกับเรื่องแบบนี้อีกต่อไป

ขอขอบคุณสำหรับทุกความคิดเห็นไว้ล่วงหน้านะคะ","
บอกสามีซะครับ ให้เขารู้จากปากคุณ ดีกว่าจะให้เขารู้เองจากเจ้าหนี้ ... ยังไงคุณก็ปิดไม่อยู่หรอก


",https://pantip.com/topic/41886120
"
สวัสดีค่ะนี้เป็นกระทู้แรกของเรา

 เรื่องมีอยู่ว่าก่อนแต่งงานเราติดหนี้บัตรเครดิตเยอะมากจนต้องไปกู้นอกระบบมาใช้จ่ายหรือหมุนเพื่อให้มีสภาพคล่องทางการเงิน
อยู่มาวันหนึ่งตัดสินใจบอกแฟนว่ามีหนี้สิน(หนี้สินที่เกิดจากบัตรเครดิตคือเป็นหนี้ก่อนที่จะรู้จักกัน )และมารู้จักแฟนก็ยังเป็นหนี้อยู่ แต่แฟนทำหน้าเคลียดมาก จึงบอกแต่ว่ามีหนี้บัตรเครดิต(1แสน)

*แล้วไม่ได้บอกว่ามีหนี้นอกระบบด้วย(1 แสน)*

และแฟนก็ให้เงินมาปิดบัตรเครดิตเพราะความโง่เขลากลัวแฟนจะทิ้งเลยไม่ได้บอกว่ามีหนี้นอกระบบ(เพราะคิดว่าตัวเรามีงานทำเดียวก็คงใช้หมด)

พอมาวันนึงเกิดท้องโอทีไม่ได้ทำเพราะกฏบริษัทห้ามคนท้องทำโอที ทำให้เงินไม่พอใช้จนไปกู้นอกระบบมาอีกทำให้ต้องจ่ายดอกมากกว่าเดิมจนตอนนี้ลูกมีอายุเกือบ 2 ปีแล้ว เงินเดือนที่ออกมาจ่ายต้นไม่พอแล้วก็ไปหากู้มาเรื่อยๆ จนตอนนี้เงินที่ออกมาก็ไม่พอจ่ายดอกเงินเดือนหมื่นหกต้องหนี้นอกระบบสี่แสน(ดอกสี่หมื่น) ไหนจะค่านมลูกไหนจะค่ากินค่าอยู่ ไม่พอใช้จ่าย 

**ลืมบอกว่าตั้งแต่ท้องไม่เคยขอเงินสามีใช้ ใช้เงินคนละกระเป๋า**

มาวันนี้ตัวเราจ่ายดอกไม่ไหวแล้วจะหนี้ก๋กลัวเจ้าหนี้มาคุยกับสามี จะบอกสามีก็กลัวสามีจะโกรธ จะกู้เงินมาหมุนจ่ายดอกก็ไม่มีใครให้กู้แล้ว

ถ้าคุณเป็นสามีเราคุณจะโกรธเราไหม

ตอนนี้เราเคลียดมากทั้งค่านมค่าแพมเพิส เราจ่ายเองส่วนสามีเราจ่ายค่าบ้านอย่างเดียว  ใจของเราอยากบอกเขาแต่กลัวเขาจะโกรธ แต่เราก็ไม่รู้ว่าเราจะทำไงต่อไปดี  เราอยากรีเซ็ตทุกอย่างและไม่อยากยุ่งเกี่ยวกับเรื่องแบบนี้อีกต่อไป

ขอขอบคุณสำหรับทุกความคิดเห็นไว้ล่วงหน้านะคะ","
เรากำลังทำใจที่จะบอกเขาตอนนี้เรามาต่างจังหวัด เราจะบอกเขาช่วงวันอาทิตย์ ไม่รู้ว่าผลลัพธ์จะออกเป็นยังไง.


",https://pantip.com/topic/41886120
"
สวัสดีค่ะนี้เป็นกระทู้แรกของเรา

 เรื่องมีอยู่ว่าก่อนแต่งงานเราติดหนี้บัตรเครดิตเยอะมากจนต้องไปกู้นอกระบบมาใช้จ่ายหรือหมุนเพื่อให้มีสภาพคล่องทางการเงิน
อยู่มาวันหนึ่งตัดสินใจบอกแฟนว่ามีหนี้สิน(หนี้สินที่เกิดจากบัตรเครดิตคือเป็นหนี้ก่อนที่จะรู้จักกัน )และมารู้จักแฟนก็ยังเป็นหนี้อยู่ แต่แฟนทำหน้าเคลียดมาก จึงบอกแต่ว่ามีหนี้บัตรเครดิต(1แสน)

*แล้วไม่ได้บอกว่ามีหนี้นอกระบบด้วย(1 แสน)*

และแฟนก็ให้เงินมาปิดบัตรเครดิตเพราะความโง่เขลากลัวแฟนจะทิ้งเลยไม่ได้บอกว่ามีหนี้นอกระบบ(เพราะคิดว่าตัวเรามีงานทำเดียวก็คงใช้หมด)

พอมาวันนึงเกิดท้องโอทีไม่ได้ทำเพราะกฏบริษัทห้ามคนท้องทำโอที ทำให้เงินไม่พอใช้จนไปกู้นอกระบบมาอีกทำให้ต้องจ่ายดอกมากกว่าเดิมจนตอนนี้ลูกมีอายุเกือบ 2 ปีแล้ว เงินเดือนที่ออกมาจ่ายต้นไม่พอแล้วก็ไปหากู้มาเรื่อยๆ จนตอนนี้เงินที่ออกมาก็ไม่พอจ่ายดอกเงินเดือนหมื่นหกต้องหนี้นอกระบบสี่แสน(ดอกสี่หมื่น) ไหนจะค่านมลูกไหนจะค่ากินค่าอยู่ ไม่พอใช้จ่าย 

**ลืมบอกว่าตั้งแต่ท้องไม่เคยขอเงินสามีใช้ ใช้เงินคนละกระเป๋า**

มาวันนี้ตัวเราจ่ายดอกไม่ไหวแล้วจะหนี้ก๋กลัวเจ้าหนี้มาคุยกับสามี จะบอกสามีก็กลัวสามีจะโกรธ จะกู้เงินมาหมุนจ่ายดอกก็ไม่มีใครให้กู้แล้ว

ถ้าคุณเป็นสามีเราคุณจะโกรธเราไหม

ตอนนี้เราเคลียดมากทั้งค่านมค่าแพมเพิส เราจ่ายเองส่วนสามีเราจ่ายค่าบ้านอย่างเดียว  ใจของเราอยากบอกเขาแต่กลัวเขาจะโกรธ แต่เราก็ไม่รู้ว่าเราจะทำไงต่อไปดี  เราอยากรีเซ็ตทุกอย่างและไม่อยากยุ่งเกี่ยวกับเรื่องแบบนี้อีกต่อไป

ขอขอบคุณสำหรับทุกความคิดเห็นไว้ล่วงหน้านะคะ","
บอกไปเถอะ เรียนผูกก็ควรรู้จักเรียนแก้ มีปัญหาอะไรก็ควรบอกแต่แรก ไม่ใช่หาทางแก้ไขปัญหาเอง


",https://pantip.com/topic/41886120
